payment_id,amount,attempt_number,checkout_started,checkout_duration_seconds,customer_age_days,lifetime_value,successful_payments,failed_payments,previous_recoveries,contact_opted_out,failure_rate,recovery_history_rate,high_value_customer,high_amount,multiple_attempt,recovery_success
PAY_00401,16305.36,2,1,413,1209,89588.63,36,4,0,0,0.0975609756097561,0.0,1,0,1,1
PAY_00404,10070.6,3,1,47,531,45043.47,22,3,2,1,0.11538461538461539,0.5,0,0,1,0
PAY_00405,24472.31,1,1,521,354,50898.88,27,7,3,1,0.2,0.375,1,0,0,1
PAY_00407,25864.66,3,0,89,883,69222.27,42,4,4,0,0.0851063829787234,0.8,1,0,1,1
PAY_00408,4278.15,2,1,494,1209,89588.63,36,4,0,0,0.0975609756097561,0.0,1,0,1,1
PAY_00410,6460.61,2,0,493,1396,81326.59,20,3,3,0,0.125,0.75,1,0,1,1
PAY_00412,22526.69,2,1,372,569,74105.59,41,6,1,0,0.125,0.14285714285714285,1,0,1,1
PAY_00413,9371.0,3,0,433,682,91016.27,45,8,3,0,0.14814814814814814,0.3333333333333333,1,0,1,0
PAY_00415,35717.43,1,0,406,409,74256.02,17,4,0,0,0.18181818181818182,0.0,1,1,0,0
PAY_00416,24218.56,1,0,187,1416,99901.82,35,7,3,0,0.16279069767441862,0.375,1,0,0,1
PAY_00417,1504.6,3,1,70,390,69175.47,17,7,3,0,0.28,0.375,1,0,1,1
PAY_00420,39292.36,3,0,405,372,41178.13,9,3,5,0,0.23076923076923078,1.25,0,1,1,0
PAY_00422,40321.15,1,1,302,631,78290.05,14,5,1,0,0.25,0.16666666666666666,1,1,0,1
PAY_00424,17616.53,1,1,593,322,42137.56,5,2,3,1,0.25,1.0,0,0,0,1
PAY_00426,48430.6,2,1,247,1351,96630.49,13,4,3,1,0.2222222222222222,0.6,1,1,1,1
PAY_00427,16387.45,2,0,453,1115,14055.21,25,1,2,0,0.037037037037037035,1.0,0,0,1,1
PAY_00428,47635.94,3,0,150,325,74347.47,12,0,3,0,0.0,3.0,1,1,1,1
PAY_00429,40521.5,1,0,235,910,73048.23,38,0,2,0,0.0,2.0,1,1,0,1
PAY_00431,42530.81,3,0,561,1255,50418.48,39,7,3,0,0.14893617021276595,0.375,1,1,1,0
PAY_00432,20065.04,2,1,175,717,73368.97,48,6,2,0,0.10909090909090909,0.2857142857142857,1,0,1,1
PAY_00433,42402.31,3,0,144,1209,89588.63,36,4,0,0,0.0975609756097561,0.0,1,1,1,0
PAY_00435,1360.33,2,1,50,1342,40353.06,5,4,4,1,0.4,0.8,0,0,1,0
PAY_00436,39675.56,2,0,393,1255,50418.48,39,7,3,0,0.14893617021276595,0.375,1,1,1,0
PAY_00437,48282.18,3,1,157,719,59566.33,11,1,1,0,0.07692307692307693,0.5,1,1,1,1
PAY_00438,21949.13,2,0,225,732,78389.87,2,3,3,0,0.5,0.75,1,0,1,1
PAY_00439,42275.19,3,1,441,903,43072.19,12,0,2,1,0.0,2.0,0,1,1,0
PAY_00445,7156.09,1,1,388,1037,48267.91,50,5,4,0,0.08928571428571429,0.6666666666666666,0,0,0,1
PAY_00449,43570.96,1,0,365,527,65536.31,16,0,2,1,0.0,2.0,1,1,0,1
PAY_00450,34855.82,2,1,206,236,32279.42,23,0,0,0,0.0,0.0,0,1,1,0
PAY_00451,37938.57,2,0,489,535,25371.71,4,4,1,1,0.4444444444444444,0.2,0,1,1,0
PAY_00452,34086.15,1,0,320,531,45043.47,22,3,2,1,0.11538461538461539,0.5,0,1,0,0
PAY_00453,25453.96,2,1,83,1255,50418.48,39,7,3,0,0.14893617021276595,0.375,1,0,1,1
PAY_00456,8489.83,3,0,377,677,51617.59,21,1,4,1,0.043478260869565216,2.0,1,0,1,1
PAY_00458,36011.97,3,0,420,576,88723.51,23,0,5,0,0.0,5.0,1,1,1,1
PAY_00459,1121.51,2,0,85,1115,14055.21,25,1,2,0,0.037037037037037035,1.0,0,0,1,1
PAY_00460,21712.98,2,1,189,553,15912.46,22,3,4,0,0.11538461538461539,1.0,0,0,1,1
PAY_00463,30190.92,3,1,256,569,74105.59,41,6,1,0,0.125,0.14285714285714285,1,1,1,0
PAY_00466,43253.45,1,0,70,631,78290.05,14,5,1,0,0.25,0.16666666666666666,1,1,0,0
PAY_00467,40805.01,1,0,593,531,45043.47,22,3,2,1,0.11538461538461539,0.5,0,1,0,0
PAY_00468,4339.81,1,1,41,631,78290.05,14,5,1,0,0.25,0.16666666666666666,1,0,0,1
PAY_00473,17898.35,2,0,25,340,45239.98,42,8,2,0,0.1568627450980392,0.2222222222222222,0,0,1,0
PAY_00476,36997.87,1,1,213,1262,28091.7,50,4,4,0,0.07272727272727272,0.8,0,1,0,1
PAY_00477,38958.09,3,0,333,680,91013.48,11,4,5,0,0.25,1.0,1,1,1,1
PAY_00478,48934.85,1,1,596,1447,28154.78,50,3,5,0,0.05555555555555555,1.25,0,1,0,1
PAY_00479,30521.1,2,0,52,553,15912.46,22,3,4,0,0.11538461538461539,1.0,0,1,1,1
PAY_00480,27256.44,3,1,587,1037,48267.91,50,5,4,0,0.08928571428571429,0.6666666666666666,0,1,1,0
PAY_00482,19599.3,2,1,260,401,14267.85,34,3,3,0,0.07894736842105263,0.75,0,0,1,1
PAY_00483,42124.5,1,0,87,732,78389.87,2,3,3,0,0.5,0.75,1,1,0,1
PAY_00484,44354.35,1,0,317,1276,56084.84,17,2,4,0,0.1,1.3333333333333333,1,1,0,1
PAY_00486,33307.46,1,0,307,1115,14055.21,25,1,2,0,0.037037037037037035,1.0,0,1,0,1
PAY_00487,28973.72,1,0,92,171,97410.98,30,6,5,0,0.16216216216216217,0.7142857142857143,1,1,0,1
PAY_00488,23591.37,3,1,354,1290,94340.82,41,7,4,0,0.14285714285714285,0.5,1,0,1,1
PAY_00489,30502.55,2,0,209,325,74347.47,12,0,3,0,0.0,3.0,1,1,1,1
PAY_00492,10214.1,2,0,294,919,80781.06,47,2,2,0,0.04,0.6666666666666666,1,0,1,1
PAY_00494,25411.38,3,0,227,308,5868.74,15,1,4,0,0.058823529411764705,2.0,0,0,1,0
PAY_00495,41903.21,2,0,85,236,32279.42,23,0,0,0,0.0,0.0,0,1,1,0
PAY_00496,33079.64,2,1,213,719,59566.33,11,1,1,0,0.07692307692307693,0.5,1,1,1,1
PAY_00498,47604.59,1,1,553,883,69222.27,42,4,4,0,0.0851063829787234,0.8,1,1,0,1
PAY_00499,36221.08,3,0,582,409,74256.02,17,4,0,0,0.18181818181818182,0.0,1,1,1,0
